id,name,inves,ret,color
1486,冉地苔蛾,鳞翅目,L783,#5fff87
1487,切叶野螟属,鳞翅目,L784,#5fffaf
1488,切夜蛾属,鳞翅目,L785,#5fffd7
1489,单析夜蛾,鳞翅目,L786,#5fffff
1490,单色蓑蛾,鳞翅目,L787,#870000
1491,南岭丸尺蛾,鳞翅目,L788,#87005f
1492,双前斑尾尺蛾,鳞翅目,L789,#870087
1493,双斑辉尺蛾,鳞翅目,L790,#8700af
1494,双线卷裙夜蛾,鳞翅目,L791,#8700d7
1495,双齿贡尺蛾,鳞翅目,L792,#8700ff
1496,后委夜蛾,鳞翅目,L793,#875f00
1497,四点苔蛾,鳞翅目,L794,#875f5f
1498,四黑斑奇尺蛾,鳞翅目,L795,#875f87
1499,圆灰翅夜蛾,鳞翅目,L796,#875faf
1500,土苔蛾属,鳞翅目,L797,#875fd7
1501,基空贫夜蛾,鳞翅目,L798,#875fff
1502,塘水螟属,鳞翅目,L799,#878700
1503,夜盗蛾属(灰翅夜蛾属),鳞翅目,L800,#87875f
1504,大斑豹纹尺蛾,鳞翅目,L801,#878787
1505,大斑豹蠹蛾,鳞翅目,L802,#8787af
1506,奇特望灯蛾,鳞翅目,L803,#8787d7
1507,女贞尺蛾,鳞翅目,L804,#8787ff
1508,姬夜蛾,鳞翅目,L805,#87af00
1509,实夜蛾,鳞翅目,L806,#87af5f
1510,实毛胫裳蛾,鳞翅目,L807,#ff0000
1511,客来夜蛾,鳞翅目,L808,#87afaf
1512,小四点波姬尺蛾,鳞翅目,L809,#87afd7
1513,小岩尺蛾,鳞翅目,L810,#87afff
1514,小红姬尺蛾,鳞翅目,L811,#87d700
1515,小纹禾螟,鳞翅目,L812,#87d75f
1516,小贫裳蛾,鳞翅目,L813,#87d787
1517,小黑带盆夜蛾,鳞翅目,L814,#87d7af
1518,尖裙夜蛾属,鳞翅目,L815,#87d7d7
1519,尼夜蛾属,鳞翅目,L816,#87d7ff
1520,山茶斜带尺蛾,鳞翅目,L817,#87ff00
1521,幕衣蛾,鳞翅目,L818,#87ff5f
1522,平背线天蛾,鳞翅目,L819,#87ff87
1523,延夜蛾,鳞翅目,L820,#87ffaf
1524,微拟灯蛾,鳞翅目,L821,#87ffd7
1525,扁豆蝶羽蛾,鳞翅目,L822,#87ffff
1526,折玉臂尺蛾,鳞翅目,L823,#af0000
1527,拍尾夜蛾属,鳞翅目,L824,#af005f
1528,拟斑螟族,鳞翅目,L825,#af0087
1529,拟杨小舟蛾,鳞翅目,L826,#af00af
1530,散斑秘夜蛾,鳞翅目,L827,#af00d7
1531,斑粉螟,鳞翅目,L828,#af00ff
1532,斑螟属,鳞翅目,L829,#af5f00
1533,新交兰纹夜蛾,鳞翅目,L830,#af5f5f
1534,明痣苔蛾,鳞翅目,L831,#af5f87
1535,易点夜蛾,鳞翅目,L832,#af5faf
1536,星夜蛾(倭委夜蛾),鳞翅目,L833,#af5fd7
1537,显脉污灯蛾,鳞翅目,L834,#af5fff
1538,晶尺蛾,鳞翅目,L835,#af8700
1539,暗翅夜蛾,鳞翅目,L836,#af875f
1541,木撩尺蛾,鳞翅目,L838,#af87af
1542,杉氏奴裳蛾,鳞翅目,L839,#af87d7
1543,枇杷扇野螟,鳞翅目,L840,#af87ff
1544,柑橘孔夜蛾,鳞翅目,L841,#afaf00
1545,柳阴翅斑螟,鳞翅目,L842,#afaf5f
1546,栎掌舟蛾,鳞翅目,L843,#afaf87
1547,桑褐刺蛾(八字眉刺蛾),鳞翅目,L844,#afafaf
1548,桦尺蠖,鳞翅目,L845,#afafd7
1549,梅木蛾,鳞翅目,L846,#afafff
1550,梯纹美苔蛾,鳞翅目,L847,#afd700
1551,棉古毒蛾,鳞翅目,L848,#afd75f
1552,棉褐环野螟,鳞翅目,L849,#afd787
1553,楠六点天蛾,鳞翅目,L850,#afd7af
1554,榕透翅毒蛾,鳞翅目,L851,#afd7d7
1555,樗蚕蛾,鳞翅目,L852,#afd7ff
1556,樟缀叶螟,鳞翅目,L853,#afff00
1557,橄榄斜灰尺蛾,鳞翅目,L854,#afff5f
1558,橄榄绿尾尺蛾,鳞翅目,L855,#afff87
1559,欧洲松毛虫,鳞翅目,L856,#afffaf
1560,残夜蛾,鳞翅目,L857,#afffd7
1561,毛胫夜蛾,鳞翅目,L858,#afffff
1562,毛锥歧角螟,鳞翅目,L859,#d70000
1563,水稻切叶野螟,鳞翅目,L860,#d7005f
1564,污斑纹野螟,鳞翅目,L861,#d70087
1565,沟散纹夜蛾,鳞翅目,L862,#d700af
1566,油桐尺蛾,鳞翅目,L863,#d700d7
1567,波纹黑基螟,鳞翅目,L864,#d700ff
1568,波缘歧角螟,鳞翅目,L865,#d75f00
1569,泥土苔蛾,鳞翅目,L866,#d75f5f
1570,泥苔蛾,鳞翅目,L867,#d75f87
1571,洁盗夜蛾,鳞翅目,L868,#d75faf
1572,浊夜蛾,鳞翅目,L869,#d75fd7
1573,淡剑灰翅夜蛾,鳞翅目,L870,#d75fff
1574,漫星黄毒蛾,鳞翅目,L871,#d78700
1575,灰斜纹刺蛾,鳞翅目,L872,#d7875f
1576,灰绿片尺蛾,鳞翅目,L873,#d78787
1577,灰舟蛾,鳞翅目,L874,#d787af
1578,灰良苔蛾,鳞翅目,L875,#d787d7
1579,灰蝶尺蛾,鳞翅目,L876,#d787ff
1580,灰褐小苔蛾,鳞翅目,L877,#d7af00
1581,灰长须夜蛾,鳞翅目,L878,#d7af5f
1582,点浑黄灯蛾,鳞翅目,L879,#d7af87
1583,烟翅歧角螟,鳞翅目,L880,#d7afaf
1584,烟草天蛾,鳞翅目,L881,#d7afd7
1585,甘薯阳麦蛾,鳞翅目,L882,#d7afff
1586,畸夜蛾属,鳞翅目,L883,#d7d700
1587,白斑(回)兜夜蛾,鳞翅目,L884,#d7d75f
1588,白斑翅野螟,鳞翅目,L885,#d7d787
1589,白条盗夜蛾,鳞翅目,L886,#d7d7af
1590,白珠鲁尺蛾,鳞翅目,L887,#d7d7d7
1591,白纹翅野螟,鳞翅目,L888,#d7d7ff
1592,白线微裳蛾,鳞翅目,L889,#d7ff00
1593,白线拟胸须夜蛾,鳞翅目,L890,#d7ff5f
1594,白线夜蛾,鳞翅目,L891,#d7ff87
1595,白边舟蛾属,鳞翅目,L892,#d7ffaf
1596,白雪灯蛾,鳞翅目,L893,#d7ffd7
1597,皮纡舟蛾,鳞翅目,L894,#d7ffff
1598,盈潢尺蛾,鳞翅目,L895,#ff0000
1599,盐肤木黑条枹螟,鳞翅目,L896,#ff005f
1600,目草螟属,鳞翅目,L897,#ff00af
1601,科奇尺蛾,鳞翅目,L898,#ff00d7
1602,秘夜蛾,鳞翅目,L899,#ff00ff
1603,秘夜蛾属,鳞翅目,L900,#ff5f00
1604,稠李巢蛾,鳞翅目,L901,#ff5f5f
1605,稻穗瘤蛾,鳞翅目,L902,#ff5f87
1606,稻金翅夜蛾,鳞翅目,L903,#ff5faf
1607,突茎卷蛾属,鳞翅目,L904,#ff5fd7
1608,窄翅褐纹卷蛾,鳞翅目,L905,#ff5fff
1609,筋纹灯蛾,鳞翅目,L906,#ff8700
1610,筛灯蛾属,鳞翅目,L907,#ff875f
1611,米仓织蛾,鳞翅目,L908,#d70000
1612,粉黄土苔蛾,鳞翅目,L909,#ff87af
1613,素毒蛾,鳞翅目,L910,#5f00ff
1614,素点夜蛾,鳞翅目,L911,#ff87ff
1615,紫猎夜蛾,鳞翅目,L912,#ffaf00
1616,紫白尖尺蛾,鳞翅目,L913,#ffaf5f
1617,红棕锦葵夜蛾,鳞翅目,L914,#ffaf87
1618,红缘红带野螟,鳞翅目,L915,#ffafaf
1619,红褐弱夜蛾,鳞翅目,L916,#000000
1620,红金翅夜蛾,鳞翅目,L917,#ff9300
1621,纯白禾螟,鳞翅目,L918,#ffd700
1622,线尺蛾属,鳞翅目,L919,#ffd75f
1623,绒秘夜蛾,鳞翅目,L920,#ffd787
1624,绿仿锈腰尺蛾,鳞翅目,L921,#ffd7af
1625,绿尺蛾属,鳞翅目,L922,#ffd7d7
1626,绿角翅夜蛾,鳞翅目,L923,#ffd7ff
1627,网波纹蛾,鳞翅目,L924,#ffff00
1628,网纹拱翅野螟,鳞翅目,L925,#ffff5f
1629,联兜夜蛾,鳞翅目,L926,#ffff87
1630,肾纹绿尺蛾,鳞翅目,L927,#ffffaf
1631,胞短栉夜蛾,鳞翅目,L928,#ffffd7
1632,芸浊夜蛾,鳞翅目,L929,#ffffff
1633,苹枯叶蛾,鳞翅目,L930,#000000
1634,茶树茶斑蛾,鳞翅目,L931,#00005f
1635,茶银尺蠖,鳞翅目,L932,#000087
1636,草小卷蛾,鳞翅目,L933,#0000af
1637,菲奇尺蛾,鳞翅目,L934,#0000d7
1638,落叶夜蛾(凡艳叶夜蛾),鳞翅目,L935,#0000ff
1639,葡萄切叶野螟,鳞翅目,L936,#005f00
1640,蒙纹夜蛾,鳞翅目,L937,#005f5f
1641,藜夜蛾,鳞翅目,L938,#005f87
1642,蚀叶野螟属,鳞翅目,L939,#005faf
1643,裳蛾科,鳞翅目,L940,#005fd7
1644,褐带织蛾,鳞翅目,L941,#005fff
1645,褐点绿刺蛾,鳞翅目,L942,#008700
1646,褐秀羽蛾,鳞翅目,L943,#00875f
1647,褐纹翅野螟,鳞翅目,L944,#008787
1648,角斑(棕)毒蛾,鳞翅目,L945,#0087af
1649,角斑毒蛾,鳞翅目,L946,#0087d7
1650,角线研夜蛾,鳞翅目,L947,#0087ff
1651,豹点锦斑蛾,鳞翅目,L948,#00af00
1652,赤巢螟,鳞翅目,L949,#00af5f
1653,野冬夜蛾属,鳞翅目,L950,#00af87
1654,钩白肾夜蛾,鳞翅目,L951,#00afaf
1655,钩翅尺蛾,鳞翅目,L952,#00afd7
1656,银条斜线天蛾,鳞翅目,L953,#00afff
1657,银点雕蛾,鳞翅目,L954,#00d700
1658,锥额野螟属,鳞翅目,L955,#00d75f
1659,长须曲角野螟,鳞翅目,L956,#00d787
1660,阴雪苔蛾,鳞翅目,L957,#00d7af
1661,雅山卷蛾,鳞翅目,L958,#00d7d7
1662,雪耳夜蛾,鳞翅目,L959,#00d7ff
1663,霜剑纹夜蛾,鳞翅目,L960,#00ff00
1664,露锈苔蛾,鳞翅目,L961,#00ff5f
1665,青金翅夜蛾,鳞翅目,L962,#00ff87
1666,鞍长须夜蛾,鳞翅目,L963,#00ffaf
1667,顶斑仙夜蛾,鳞翅目,L964,#00ffd7
1668,顿秘夜蛾,鳞翅目,L965,#00ffff
1669,饰瘤蛾,鳞翅目,L966,#5f0000
1670,马蹄两色夜蛾,鳞翅目,L967,#5f005f
1671,驼尺蛾,鳞翅目,L968,#5f0087
1672,髯须夜蛾属,鳞翅目,L969,#5f00af
1673,鲜黄毒蛾,鳞翅目,L970,#5f00d7
1674,鹰三角尺蛾,鳞翅目,L971,#5f00ff
1675,麦奂夜蛾,鳞翅目,L972,#5f5f00
1676,黄二星舟蛾,鳞翅目,L973,#5f5f5f
1677,黄卷蛾属,鳞翅目,L974,#5f5f87
1678,黄头缨须螟,鳞翅目,L975,#5f5fd7
1679,黄尾毒蛾,鳞翅目,L976,#5f5fff
1680,黄展须野螟,鳞翅目,L977,#5f875f
1681,黄斑紫翅野螟,鳞翅目,L978,#5f8787
1682,黄环蚀叶野螟,鳞翅目,L979,#5f87af
1683,黄缘须水螟,鳞翅目,L980,#5f87d7
1684,黄羽腹长野螟,鳞翅目,L981,#5f87ff
1685,黄翅叉环野螟,鳞翅目,L982,#5faf00
1686,黄足毒蛾,鳞翅目,L983,#5faf5f
1687,黄野螟,鳞翅目,L984,#5faf87
1688,黑带拟胸须夜蛾,鳞翅目,L985,#5fafaf
1689,黑斑澄夜蛾,鳞翅目,L986,#5fafd7
1690,黑点切叶野螟,鳞翅目,L987,#5fafff
1691,黑缘甘麦蛾,鳞翅目,L988,#5fd700
1692,鼎点钻夜蛾,鳞翅目,L989,#5fd75f
1693,齿斑畸夜蛾,鳞翅目,L990,#5fd787
1694,多型纹石蛾属,毛翅目,MAO5,#5fd7af
1695,石蛾科,毛翅目,MAO6,#5fd7d7
1696,纹石蛾属,毛翅目,MAO7,#5fd7ff
1697,长角纹石蛾属,毛翅目,MAO8,#5fff00
1698,地蚕大铗姬蜂,膜翅目,MO38,#5fff5f
1699,大阪举腹蚁,膜翅目,MO39,#5fff87
1700,无毛凹臭蚁,膜翅目,MO40,#5fffaf
1701,白毛长腹土蜂,膜翅目,MO41,#5fffd7
1702,纵斑弓当蚁,膜翅目,MO42,#5fffff
1703,细腰蜂属,膜翅目,MO43,#870000
1704,细颚姫蜂,膜翅目,MO44,#87005f
1705,长角立毛蚁,膜翅目,MO45,#870087
1706,黄猄蚁,膜翅目,MO46,#8700d7
1707,乌苏苍白牙甲,鞘翅目,Q227,#8700ff
1708,五斑狭胸步甲,鞘翅目,Q228,#875f00
1709,优美早芫菁,鞘翅目,Q229,#875f5f
1710,伪瓢虫科,鞘翅目,Q230,#875f87
1711,八条瓢虫,鞘翅目,Q231,#875faf
1712,半猛步甲,鞘翅目,Q232,#875fd7
1713,台湾绒金龟,鞘翅目,Q233,#875fff
1714,合欢双条天牛,鞘翅目,Q234,#878700
1715,四斑偏须步甲,鞘翅目,Q235,#87875f
1716,四斑毛瓢虫,鞘翅目,Q236,#878787
1717,四斑裸瓢虫,鞘翅目,Q237,#8787af
1718,家茸天牛,鞘翅目,Q238,#8787d7
1719,富云鳃金龟,鞘翅目,Q239,#8787ff
1720,小黄甲科,鞘翅目,Q240,#87af00
1721,布氏扁胫步甲,鞘翅目,Q241,#87af5f
1722,异丽金龟属,鞘翅目,Q242,#87af87
1723,异色瓢虫,鞘翅目,Q243,#87afaf
1724,彩弯伪瓢虫,鞘翅目,Q244,#87afd7
1725,扰墓覆葬甲,鞘翅目,Q245,#87afff
1726,方斑异丽金龟,鞘翅目,Q246,#87d700
1727,星斑虎甲,鞘翅目,Q247,#87d75f
1728,显六角步甲,鞘翅目,Q248,#87d787
1729,月见草跳甲,鞘翅目,Q249,#87d7af
1730,林氏伪叶甲,鞘翅目,Q250,#87d7d7
1731,桑小枝天牛,鞘翅目,Q251,#87d7ff
1732,棒角甲亚科,鞘翅目,Q252,#87ff00
1733,沙土甲,鞘翅目,Q253,#87ff5f
1734,淡色毡花萤,鞘翅目,Q254,#87ff87
1735,灰齿缘龙虱,鞘翅目,Q255,#87ffaf
1736,爪哇屁步甲,鞘翅目,Q256,#87ffd7
1737,皮蠹科,鞘翅目,Q257,#87ffff
1738,睡莲小萤叶甲,鞘翅目,Q258,#af0000
1739,缘胸扁蜉金龟,鞘翅目,Q259,#af005f
1740,脊长吉丁,鞘翅目,Q260,#af0087
1741,腊天牛属,鞘翅目,Q261,#af00af
1742,芦小水叶甲,鞘翅目,Q262,#af00ff
1743,菱斑巧瓢虫,鞘翅目,Q263,#af5f00
1744,蓝负泥虫,鞘翅目,Q264,#af5f5f
1745,豆芫菁属,鞘翅目,Q265,#af5f87
1746,麦萤叶甲属,鞘翅目,Q266,#af5faf
1747,黄色凹缘跳甲,鞘翅目,Q267,#af5fd7
1748,黑菌虫,鞘翅目,Q268,#af5fff
1749,南亚果实蝇,双翅目,S65,#af8700
1750,喜斑眼蚜蝇,双翅目,S66,#af875f
1751,壮月鼓额食蚜蝇,双翅目,S67,#af8787
1752,摇蚊,双翅目,S68,#af87af
1753,栉大蚊属,双翅目,S69,#af87d7
1754,桔小实蝇,双翅目,S70,#af87ff
1755,毛蚊属,双翅目,S71,#afaf00
1756,短柄大蚊,双翅目,S72,#afaf5f
1757,管蚜蝇属,双翅目,S73,#afaf87
1758,细脉温泉水蝇,双翅目,S74,#afafaf
1759,羽摇蚊,双翅目,S75,#afafd7
1760,金鹬虻属,双翅目,S76,#afafff
1761,露毛康大蚊,双翅目,S77,#afd700
1762,驼背合大蚊,双翅目,S78,#afd75f
1763,黄腹小丽水虻,双翅目,S79,#afd787
1764,浙江小异䗛,䗛目,X1,#afd7d7
1765,姬拟绿螽,直翅目,Z32,#afff00
1766,柑橘全爪螨,拟蜱目,NP1,#dc143c
1767,茶黑刺粉虱,半翅目,B192,#ff8c00
1768,茶树蓟马,缨翅目,Y7,#ffd700
1769,茶橙瘿螨,拟蜱目,NP2,#b22222
1770,角胸叶甲,鞘翅目,Q269,#228b22
1771,茶螨,拟蜱目,NP3,#800080
1772,吸果夜蛾,鳞翅目,L991,#4682b4
1773,斑潜蝇,双翅目,S80,#6495ed
1774,豇豆蓟马,缨翅目,Y8,#ff6347
1775,玉米蚜虫,半翅目,B193,#9acd32
1776,爻蚊细蛾,鳞翅目,L992,#afd787
1779,分夜蛾,鳞翅目,L995,#651f1f
1782,散纹秘夜蛾,鳞翅目,L998,#3242b8
1783,福建长喙天蛾,鳞翅目,L999,#a21111
1784,步甲,鞘翅目,Q270,#a52727
1785,芦苞螟,鳞翅目,L1000,#3242b8
1786,二条黑尾叶蝉,半翅目,B194,#000000
1787,四节蜉科,蜉蝣目,FY5,#00005f
1788,大星齿蛉,广翅目,G2,#000087
1789,白线篦夜蛾,鳞翅目,L1001,#0000af
1790,小黑带贫夜蛾,鳞翅目,L1002,#0000d7
1791,(黄带)歧角螟,鳞翅目,L1003,#0000ff
1792,柳裳夜蛾,鳞翅目,L1004,#005f00
1793,黄纹银野螟(黄纹野草螟),鳞翅目,L1005,#005f5f
1794,棉卷叶野螟(棉大卷叶螟),鳞翅目,L1006,#005f87
1795,细颚姬蜂属,膜翅目,MO47,#005faf
1796,纵斑弓背蚁,膜翅目,MO48,#005fd7
1797,小蕈甲科,鞘翅目,Q198,#005fff
1798,优美旱芫菁,鞘翅目,Q199,#008700
1799,萤叶甲(属),鞘翅目,Q271,#00875f
1801,圆蛛属,蛛形纲,ZXG4,#0087af
1802,锁额夜蛾,鳞翅目,L1007,#0087d7
1803,穂逸夜蛾,鳞翅目,L1008,#0087ff
1804,迪夜蛾属,鳞翅目,L1009,#00af00
1805,梨剑纹夜蛾,鳞翅目,L1010,#00af5f
1806,隐突茎卷蛾,鳞翅目,L1011,#00af87
1807,交力坪缘斑野螟,鳞翅目,L1012,#00afaf
1808,黛五角步甲,鞘翅目,Q272,#00afd7
1810,紫黑扁身夜蛾,鳞翅目,L1014,#00d700
1811,圆拟斑螟,鳞翅目,L1015,#00d75f
1812,楞亥夜蛾,鳞翅目,L1016,#00d787
1813,黄阔祝蛾,鳞翅目,L1017,#00d7af
1814,宽齿爪鳃金龟,鞘翅目,Q273,#00d7d7
1815,间赭瘤蛾,鳞翅目,L1018,#00d7ff
1816,褐纹树蚁蛉,脉翅目,M11,#00ff00
1818,双环蚀叶野螟,鳞翅目,L1020,#00ff87
1819,黄角尸葬甲,鞘翅目,Q282,#00ffaf
1820,橄绿瘤丛螟,鳞翅目,L1022,#00ffd7
1821,双纹白草螟,鳞翅目,L1023,#00ffff
1822,臀俚夜蛾属,鳞翅目,L1024,#5f0000
1823,黑脉厚须螟,鳞翅目,L1025,#5f005f
1824,蚀夜蛾,鳞翅目,L1026,#5f0087
1825,小太波纹蛾,鳞翅目,L1027,#5f00af
1826,大斑土蜂,膜翅目,MO49,#5f00d7
1827,白迹赫夜蛾,鳞翅目,L1028,#5f00ff
1828,斜带绮夜蛾,鳞翅目,L1029,#5f5f00
1830,黄鞘婪步甲,鞘翅目,Q274,#5f5f87
1831,丽纹散纹夜蛾,鳞翅目,L1030,#5f5fd7
1832,黄蝽,半翅目,B201,#5f5fff
1833,台微木夜蛾,鳞翅目,L1031,#5f875f
1834,三齿剑纹夜蛾,鳞翅目,L1032,#5f8787
1835,双轮切夜蛾,鳞翅目,L1033,#5f87af
1836,窄缘施夜蛾,鳞翅目,L1034,#5f87d7
1838,磨隐金翅夜蛾,鳞翅目,L1036,#5faf00
1839,二点织螟,鳞翅目,L1037,#5faf5f
1840,紫苏野螟,鳞翅目,L1038,#5faf87
1841,胸须夜蛾,鳞翅目,L1039,#5fafaf
1842,杂色锥须步甲,鞘翅目,Q275,#5fafd7
1843,玲瑙夜蛾,鳞翅目,L1040,#5fafff
1844,亮足细胫步甲,鞘翅目,Q276,#5fd700
1845,大眼锯谷盗,鞘翅目,Q277,#5fd75f
1846,截突窄头叶蝉,半翅目,B195,#5fd787
1847,昭孔夜蛾,鳞翅目,L1041,#5fd7af
1848,髯须夜蛾,鳞翅目,L1042,#5fd7d7
1849,毛婪步甲,鞘翅目,Q278,#5fd7ff
1850,石榴螟,鳞翅目,L1043,#5fff00
1851,火红奇异野螟,鳞翅目,L1044,#5fff5f
1852,六带桑舞蛾,鳞翅目,L1045,#5fff87
1853,红足婪步甲,鞘翅目,Q279,#5fffaf
1854,栎纷舟蛾,鳞翅目,L1046,#5fffd7
1855,黑斑棕旋蛾,鳞翅目,L1047,#5fffff
1856,桦蛮麦蛾,鳞翅目,L1048,#870000
1857,白角圆翅双尾蛾,鳞翅目,L1049,#87005f
1858,荫胯舟蛾,鳞翅目,L1050,#870087
1859,二点叶蝉,半翅目,B196,#8700d7
1860,海灰翅夜蛾,鳞翅目,L1051,#8700ff
1861,玄珠夜蛾,鳞翅目,L1052,#875f00
1862,环纹寡行步甲,鞘翅目,Q280,#875f5f
1863,华安夜蛾,鳞翅目,L1053,#875f87
1864,直蜉金龟,鞘翅目,Q281,#875faf
1865,糜夜蛾,鳞翅目,L1054,#875fd7
1866,拟戚夜蛾,鳞翅目,L1055,#875fff
1867,双弧单跗夜蛾,鳞翅目,L1056,#878700
1868,果剑纹夜蛾,鳞翅目,L1057,#87875f
1869,广布长节斑野螟,鳞翅目,L1058,#878787
1870,黑点贫夜蛾,鳞翅目,L1059,#8787af
1871,方淡银纹夜蛾,鳞翅目,L1060,#8787d7
1872,干小舟蛾,鳞翅目,L1061,#8787ff
1873,黄臀黑污灯蛾,鳞翅目,L1062,#87af00
1874,栗摩夜蛾,鳞翅目,L1063,#87af5f
1875,星夜蛾,鳞翅目,L1064,#87af87
1876,一点粘虫,鳞翅目,L1065,#87afaf
1877,显纹稻纵卷叶螟,鳞翅目,L1066,#87afd7
1878,茭白飞虱,半翅目,B197,#87afff
1879,拟褐飞虱,半翅目,B198,#87d700
1880,双委夜蛾,鳞翅目,L1067,#87d75f
1881,褐翅切叶野螟,鳞翅目,L1068,#87d787
1882,竹织叶野螟,鳞翅目,L1069,#87d7af
1883,一点木叶蝉,半翅目,B199,#875f00
1885,竹弯茎野螟,鳞翅目,L1070,#000000
1886,花夜蛾,鳞翅目,L1071,#000000
1887,黑带田叶蝉,半翅目,B202,#5f5fff
1888,小绢须野螟,鳞翅目,L1072,#8787af
1889,庸肖毛翅裳蛾,鳞翅目,L1073,#00d700
1890,弧角散纹夜蛾,鳞翅目,L1074,#00d75f
1891,斜线燕蛾,鳞翅目,L1075,#00d787
1892,枯黄贡尺蛾,鳞翅目,L1076,#00d7af
1893,沙委夜蛾,鳞翅目,L1077,#00d7ff
1894,泼墨尺蛾,鳞翅目,L1078,#00ff5f
1895,番茄潜麦蛾,鳞翅目,L1079,#00ff87
1896,瘤蛾属,鳞翅目,L1080,#00ffd7
1897,白斑胯舟蛾,鳞翅目,L1081,#00ffff
1898,红边紫线尺蛾,鳞翅目,L1082,#5f0000
1899,纯肖金夜蛾,鳞翅目,L1083,#00d700
1900,结丽毒蛾,鳞翅目,L1084,#00d75f
1901,葡萄修虎蛾,鳞翅目,L1085,#00d787
1902,褐萍塘水螟,鳞翅目,L1086,#00d7af
1903,连星污灯蛾,鳞翅目,L1087,#00d7ff
1904,锈血斑瘤蛾,鳞翅目,L1088,#00ff5f
1905,马汀氏竹斑蛾,鳞翅目,L1089,#00ff87
1906,黄尺蛾,鳞翅目,L1090,#00ffd7
1907,黄素毒蛾,鳞翅目,L1091,#00ffff
1908,黄绿类锦夜蛾,鳞翅目,L1092,#5f0000
1909,齿斑绢野螟,鳞翅目,L1093,#87d787
1910,三线波姬尺蛾,鳞翅目,L1094,#00ff5f
1911,代布土苔蛾,鳞翅目,L1095,#00ff87
1912,余烬卡土苔蛾,鳞翅目,L1096,#00ffd7
1913,小灰苔蛾,鳞翅目,L1097,#00ffff
1914,山楂棕麦蛾,鳞翅目,L1098,#5f0000
1915,彩肖金夜蛾,鳞翅目,L1099,#00d700
1916,杨叶小卷蛾,鳞翅目,L1100,#00d75f
1917,棕线委夜蛾,鳞翅目,L1101,#00d787
1918,波纹杂枯叶蛾,鳞翅目,L1102,#00d7af
1919,肾斑尺蛾,鳞翅目,L1103,#00d7ff
1920,褐窗蛾属,鳞翅目,L1104,#00ff5f
1921,镰须夜蛾,鳞翅目,L1105,#00ff87
1922,鳍茎纹石蛾,鳞翅目,L1106,#00ffd7
1923,黄带山钩蛾,鳞翅目,L1107,#00ffff
1924,黄斑肩野螟,鳞翅目,L1108,#87875f
1925,黑纹锹额夜蛾,鳞翅目,L1109,#878787
1926,斑痣悬茧蜂,膜翅目,MO50,#5f00d7
1927,异翅叉毛蚊,双翅目,S82,#af87ff
1928,红头丽蝇,双翅目,S83,#afd787
1929,东方垫甲,鞘翅目,Q283,#87ffd7
1930,尖突牙甲,鞘翅目,Q284,#87ffff
1931,福周艾蕈甲,鞘翅目,Q285,#af0000
1932,类轴甲属,鞘翅目,Q286,#af005f
1933,褐梗天牛,鞘翅目,Q287,#5f5f87
1934,黄斑青步甲,鞘翅目,Q288,#5fafd7
1935,点刻步甲,鞘翅目,Q289,#5fafd7
1936,大背天蛾,鳞翅目,L1110,#878787
1937,红双线免尺蛾,鳞翅目,L1111,#878787
1938,红棕象甲,鞘翅目,Q290,#5fafd7
1939,大斑飞虱,半翅目,B203,#5f00af
1940,檬果褐叶蝉,半翅目,B204,#ff8c00
1941,粗颈角额盲蝽,半翅目,B205,#9acd32
1942,耳叶蝉属,半翅目,B206,#000000
1943,褐翅叶蝉,半翅目,B207,#875f00
1944,黄尖胸沫蝉,半翅目,B208,#5f5fff
1945,光窄翅舟蛾,鳞翅目,L1112,#8787af
1946,双纹绢丝斑野螟,鳞翅目,L1113,#00d700
1947,台湾卷叶野螟,鳞翅目,L1114,#00d75f
1948,国姓筛蛾,鳞翅目,L1115,#00d787
1949,完斑畸夜蛾,鳞翅目,L1116,#00d7af
1950,寡斑筛蛾,鳞翅目,L1117,#00d7ff
1951,拟中金翅夜蛾,鳞翅目,L1118,#00ff5f
1952,斑纹角石蛾,鳞翅目,L1119,#00ff87
1953,暗巫裳蛾,鳞翅目,L1120,#00ffd7
1954,条纹冠翅蛾,鳞翅目,L1121,#00ffff
1955,桃展足蛾,鳞翅目,L1122,#5f0000
1956,楝树小卷蛾,鳞翅目,L1123,#00d700
1957,横带长角纹石蛾,鳞翅目,L1124,#00d75f
1958,橙黑纹野螟,鳞翅目,L1125,#00d787
1959,淡缘波夜蛾,鳞翅目,L1126,#00d7af
1960,点线斑苔蛾,鳞翅目,L1127,#00d7ff
1961,甘薯卷绮夜蛾,鳞翅目,L1128,#00ff5f
1962,白斑散纹夜蛾,鳞翅目,L1129,#00ff87
1963,白斑髯须夜蛾,鳞翅目,L1130,#00ffd7
1964,硃美苔蛾,鳞翅目,L1131,#00ffff
1965,红点浑黄灯蛾,鳞翅目,L1132,#5f0000
1966,花长角纹石蛾,鳞翅目,L1133,#87d787
1967,蓝黑网苔蛾,鳞翅目,L1134,#00ff5f
1968,赭尾尺蛾,鳞翅目,L1135,#00ff87
1969,金双点螟,鳞翅目,L1136,#00ffd7
1970,陶魑尺蛾,鳞翅目,L1137,#00ffff
1971,龙眼合夜蛾,鳞翅目,L1138,#5f0000
1972,一角甲,鞘翅目,Q291,#87d7ff
1973,丽步甲属,鞘翅目,Q292,#87ff00
1974,丽色油菜叶甲,鞘翅目,Q293,#87ff5f
1975,中华喙丽金龟,鞘翅目,Q294,#87ff87
